"АО ""ПроБанк""";7694177;134940;8313078;3296;01.07.2019
"АО ""РН Банк""";296331351;482245;304169760;170;01.07.2019
"АО ""РОСКОСМОСБАНК""";259095717;669765;263018068;2989;01.07.2019
"АО ""РУНА-БАНК""";7304407;8340;7391430;3207;01.07.2019
"АО ""РФИ БАНК""";7113725;459860;7619330;3351;01.07.2019
"АО ""Райффайзенбанк""";7993537188;55832945;8117191244;3292;01.07.2019
"АО ""Россельхозбанк""";4795797766;95525235;4924246473;3349;01.07.2019
"АО ""Роял Кредит Банк""";14796001;28125;15243370;783;01.07.2019
"АО ""СЕВЗАПИНВЕСТПРОМБАНК""";1392506;6045;1440320;2152;01.07.2019
"АО ""СМБСР Банк""";122703075;1783190;125673981;3494;01.07.2019
"АО ""СМП Банк""";949243400;22815180;990790042;3368;01.07.2019
"АО ""СЭБ Банк""";117048851;876305;118725930;3235;01.07.2019
"АО ""Севастопольский Морской банк""";10860679;32480;11068871;3528;01.07.2019
"АО ""Сити Инвест Банк""";51249435;323155;52157398;3194;01.07.2019
"АО ""Собинбанк""";12801127;39365;13487977;1317;01.07.2019
"АО ""Солид Банк""";35230222;59500;35291558;1329;01.07.2019
"АО ""ТАТСОЦБАНК""";25424943;89355;27375799;480;01.07.2019
"АО ""ТЭМБР-БАНК""";15820051;143345;16307018;2764;01.07.2019
"АО ""Тексбанк""";2418878;7945;2442525;2756;01.07.2019
"АО ""Тинькофф Банк""";1464157308;37202085;1546868372;2673;01.07.2019
"АО ""Тойота Банк""";134141494;122415;135827844;3470;01.07.2019
"АО ""Тольяттихимбанк""";132557338;905560;136029672;2507;01.07.2019
"АО ""УРАЛПРОМБАНК""";8737579;102105;8921634;2964;01.07.2019
"АО ""Углеметбанк""";22718652;113085;23067374;2997;01.07.2019
"АО ""Ури Банк""";40429689;1126605;42309252;3479;01.07.2019
"АО ""Экономбанк""";32895575;28650;34259257;1319;01.07.2019
"АО ""Эксперт Банк""";73304409;88375;73437396;2949;01.07.2019
"АО ""Эм-Ю-Эф-Джи Банк (Евразия)""";137767242;2094735;142362839;3465;01.07.2019
"АО АБ ""Капитал""";3933769;18230;4049751;575;01.07.2019
"АО АИКБ ""Енисейский объединенный банк""";9233199;59720;9313627;2645;01.07.2019
"АО АКБ ""Алеф-Банк""";55914331;442065;58550984;2119;01.07.2019
"АО АКБ ""МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ""";196738915;4455375;202002817;2618;01.07.2019
"АО АКБ ""НОВИКОМБАНК""";671000210;8869665;697837177;2546;01.07.2019
"АО АКБ ""ЦентроКредит""";440803056;728925;467604263;121;01.07.2019
"АО АКБ ""ЭКСПРЕСС-ВОЛГА""";331272114;8790705;347752838;3085;01.07.2019
"АО АКИБ ""Почтобанк""";2378708;3760;2422761;1788;01.07.2019
"АО БАНК ""Ермак""";5956507;20275;6259202;1809;01.07.2019
"АО БАНК ""МОСКВА-СИТИ""";6251098;33145;6336051;3247;01.07.2019
"АО БАНК ""НБТ""";2747562;3425;3854467;1309;01.07.2019
"АО БАНК ""СНГБ""";321129088;2913065;333776414;588;01.07.2019
АО БАНК НБС;1026082;0;1054462;1949;01.07.2019
"АО Банк ""Венец""";14374285;51035;15369833;524;01.07.2019
"АО Банк ""ККБ""";79847971;331730;80577944;1087;01.07.2019
"АО Банк ""Национальный стандарт""";132597274;1706800;135782848;3421;01.07.2019
"АО Банк ""Объединенный капитал""";107101570;4869025;113212411;2611;01.07.2019
"АО Банк ""Онего""";911996;1710;1078550;2484;01.07.2019
"АО Банк ""ПСКБ""";69058611;992675;71303160;2551;01.07.2019
"АО Банк ""Развитие-Столица""";57293195;621155;59122978;3013;01.07.2019
"АО Банк ""ТКПБ""";3575237;5735;3611829;1312;01.07.2019
АО Банк ЗЕНИТ Сочи;8003939;48190;8385144;232;01.07.2019
АО ВКАБАНК;2902230;6240;2952730;1027;01.07.2019
АО ЕАТПБанк;2696958;9495;2709698;1765;01.07.2019
"АО КБ ""АГРОПРОМКРЕДИТ""";57775508;287810;59314336;2880;01.07.2019
"АО КБ ""Ассоциация""";44095749;131865;44695745;732;01.07.2019
"АО КБ ""ВАКОБАНК""";1757227;140;1898147;1291;01.07.2019
"АО КБ ""ИНТЕРПРОМБАНК""";165056626;1311880;168020175;3266;01.07.2019
"АО КБ ""ИС Банк""";35771258;235585;36023712;3175;01.07.2019
"АО КБ ""КОСМОС""";918848;10965;937618;2245;01.07.2019
"АО КБ ""Модульбанк""";78122616;780225;79738078;1927;01.07.2019
"АО КБ ""НИБ""";1269487;13790;1307717;2876;01.07.2019
"АО КБ ""Пойд?м!""";48754274;3570;50654622;2534;01.07.2019
"АО КБ ""Приобье""";3574248;14150;3596161;537;01.07.2019
"АО КБ ""РУСНАРБАНК""";31454449;68370;32099155;3403;01.07.2019
"АО КБ ""Ситибанк""";1989187770;18138315;2044817205;2557;01.07.2019
"АО КБ ""Соколовский""";1948476;13540;1980051;2830;01.07.2019
"АО КБ ""Солидарность""";57636459;396875;61172886;554;01.07.2019
"АО КБ ""ФорБанк""";15678912;49935;16007954;2063;01.07.2019
"АО КБ ""Хлынов""";78697272;365360;79894859;254;01.07.2019
"АО КБ ""ЮНИСТРИМ""";34045817;3079660;37335760;3467;01.07.2019
"АО КИБ ""ЕВРОАЛЬЯНС""";8536269;21905;8582837;1781;01.07.2019
"АО МКБ ""ДОМ-БАНК""";3888561;6485;3931980;3209;01.07.2019
АО МС Банк Рус;36093232;10695;36930975;2789;01.07.2019
"АО НКБ ""СЛАВЯНБАНК""";1286992;2645;1326597;804;01.07.2019
"АО НКО ""МОСКЛИРИНГЦЕНТР""";21190016;0;21343528;3314;01.07.2019
"АО НКО ""Сетевая Расчетная Палата""";1567653;8050;1586797;3332;01.07.2019
"АО НКО ""Частный РКЦ""";15525;0;16194;3420;01.07.2019
АО НОКССБАНК;12358597;29750;12763733;3202;01.07.2019
"АО РНКО ""Нарат""";120485;0;121224;1902;01.07.2019
"АО РНКО ""Синергия""";986619;370;1040083;2884;01.07.2019
"АО РНКО ""ХОЛМСК""";1612688;61710;1696669;503;01.07.2019
АО РОСЭКСИМБАНК;288409002;8913825;303213007;2790;01.07.2019
"АО УКБ ""Белгородсоцбанк""";18818851;48450;19547412;760;01.07.2019
АО ЮниКредит Банк;3944985096;108932370;4073152461;1;01.07.2019
"АО комбанк ""Арзамас""";2276640;125;2314506;1281;01.07.2019
Азия-Инвест Банк (АО);13166299;384110;13575323;3303;01.07.2019
АйСиБиСи Банк (АО);236862874;5053050;244906951;3475;01.07.2019
"БАНК ""АГОРА"" ООО";2006075;15630;2031794;3231;01.07.2019
"БАНК ""КУРГАН"" ПАО";2622909;7800;2736951;2568;01.07.2019
"БАНК ""МНХБ"" ПАО";15519968;60035;15769222;1411;01.07.2019
"БАНК ""МСКБ"" (АО)";1745547;245;1798948;2722;01.07.2019
"БАНК ""НЕЙВА"" ООО";31914741;160970;32197038;1293;01.07.2019
ББР Банк (АО);282871480;3114755;286831548;2929;01.07.2019
"Банк ""ВБРР"" (АО)";1381528143;33074435;1434339924;3287;01.07.2019
"Банк ""Возрождение"" (ПАО)";427103789;2378745;437299857;1439;01.07.2019
"Банк ""Вятич"" (ПАО)";718580;1120;739880;2796;01.07.2019
"Банк ""ИТУРУП"" (ООО)";13133609;44655;13316851;2390;01.07.2019
"Банк ""Йошкар-Ола"" (ПАО)";2817978;3245;2857684;2802;01.07.2019
"Банк ""КУБ"" (АО)";48690727;746620;50073844;2584;01.07.2019
"Банк ""Кузнецкий мост"" АО";5633558;10515;5781093;2254;01.07.2019
"Банк ""Левобережный"" (ПАО)";97151700;416795;101802389;1343;01.07.2019
"Банк ""Нальчик"" ООО";3356785;0;3452283;695;01.07.2019
"Банк ""Прохладный"" ООО";4667305;705;4676917;874;01.07.2019
"Банк ""РЕСО Кредит"" (АО)";18059269;467105;19792411;3450;01.07.2019
"Банк ""СЕРВИС РЕЗЕРВ"" (АО)";2818992;16180;2862823;2034;01.07.2019
"Банк ""СКС"" (ООО)";3444516;11265;3469290;3224;01.07.2019
"Банк ""Снежинский"" АО";30065285;10780;31187198;1376;01.07.2019
"Банк ""ТРАСТ"" (ПАО)";3775777671;27367000;3822026425;3279;01.07.2019
Банк ВТБ (ПАО);45723134209;665732555;46687495495;1000;01.07.2019
Банк ГПБ (АО);14616081052;328008930;15006503908;354;01.07.2019
Банк Глобус (АО);3621527;28630;3710651;2438;01.07.2019
Банк ИПБ (АО);146512800;741445;148936705;600;01.07.2019
Банк НФК (АО);21073503;63345;21376496;3437;01.07.2019
Банк ПТБ (ООО);20985045;181695;21339509;2638;01.07.2019
Банк Пермь (АО);2911090;11170;2975682;875;01.07.2019
Банк РМП (ПАО);4931699;32375;4989947;2574;01.07.2019
Банк СОЮЗ (АО);177925241;1099305;182524945;2307;01.07.2019
Банкхаус Эрбе (АО);10795568;237450;11356469;1717;01.07.2019
Джей энд Ти Банк (АО);43638376;1318185;45697064;3061;01.07.2019
"ИКБР ""ЯРИНТЕРБАНК"" (ООО)";4399557;43890;4499334;2564;01.07.2019
ИНГ БАНК (ЕВРАЗИЯ) АО;1281753804;14453900;1310084016;2495;01.07.2019
"Инвестиционный Банк ""ВЕСТА"" (ООО)";7164529;47895;7555505;2368;01.07.2019
"КБ ""АКРОПОЛЬ"" АО";1396595;16645;1414892;3027;01.07.2019
"КБ ""Альтернатива"" (ООО)";984471;0;989646;3452;01.07.2019
"КБ ""Байкалкредобанк"" (ПАО)";1594630;1530;1647860;2990;01.07.2019
"КБ ""Гарант-Инвест"" (АО)";57552331;831340;59592377;2576;01.07.2019
"КБ ""Геобанк"" (ООО)";4915359;189260;5105426;2027;01.07.2019
"КБ ""Дж.П. Морган Банк Интернешнл"" (ООО)";329245424;6653190;338478632;2629;01.07.2019
"КБ ""Долинск"" (АО)";6938820;30565;7056752;857;01.07.2019
"КБ ""Континенталь"" ООО";1255346;0;1272636;3184;01.07.2019
"КБ ""Крокус-Банк"" (ООО)";12576158;57995;12722249;2682;01.07.2019
"КБ ""Кубань Кредит"" ООО";186017063;481750;188457082;2518;01.07.2019
"КБ ""ЛОКО-Банк"" (АО)";220180325;2167115;228967701;2707;01.07.2019
"КБ ""МИА"" (АО)";54757290;542170;56027203;3344;01.07.2019
"КБ ""МКБ"" (ПАО)";7628715;118395;8077788;2524;01.07.2019
"КБ ""Максима"" (ООО)";2268546;16705;2305294;3379;01.07.2019
"КБ ""Москоммерцбанк"" (АО)";101419826;5813765;108504982;3365;01.07.2019
"КБ ""НМБ"" ООО";11663357;109135;11833627;2932;01.07.2019
"КБ ""Новый век"" (ООО)";8504544;15780;8620599;3417;01.07.2019
"КБ ""ОБР"" (ООО)";905183;4735;920392;1016;01.07.2019
"КБ ""РБА"" (ООО)";8457120;46720;8733905;3413;01.07.2019
"КБ ""Ренессанс Кредит"" (ООО)";447798426;2225910;462538815;3354;01.07.2019
"КБ ""Рента-Банк"" АО";733469;215;758695;3095;01.07.2019
"КБ ""СИСТЕМА"" ООО";14734332;39635;14904996;2846;01.07.2019
"КБ ""ССтБ"" (ООО)";12414254;15645;12740602;3397;01.07.2019
"КБ ""СТРОЙЛЕСБАНК"" (ООО)";53134712;12685;53416555;2995;01.07.2019
"КБ ""Спутник"" (ПАО)";1510053;535;1608403;1071;01.07.2019
"КБ ""ЭНЕРГОТРАНСБАНК"" (АО)";152795061;742065;158895940;1307;01.07.2019
КИВИ Банк (АО);241030863;4369235;254972934;2241;01.07.2019
"Коммерческий банк ""ВРБ"" (ООО)";36749202;9030;36878234;3499;01.07.2019
Креди Агриколь КИБ АО;5099625616;3534165;5103379563;1680;01.07.2019
"МБО ""ОРГБАНК"" (ООО)";28331989;465920;28994030;3312;01.07.2019
"МКБ ""Дон-Тексбанк"" ООО";568394;0;574829;1818;01.07.2019
"МКИБ ""РОССИТА-БАНК"" ООО";22673109;111835;22861618;3257;01.07.2019
МОРСКОЙ БАНК (АО);42850802;491670;43654678;77;01.07.2019
"НКО ""21 ВЕК"" (ООО)";31004;0;46724;3309;01.07.2019
"НКО ""ЕРП"" (ООО)";1550771;0;1560766;384;01.07.2019
"НКО ""ИНКАХРАН"" (АО)";40268107;34860;40714436;3454;01.07.2019
"НКО ""МКС"" (ООО)";484051;2560;513250;3242;01.07.2019
"НКО ""МОНЕТА"" (ООО)";11721057;73330;11851013;3508;01.07.2019
"НКО ""ОРС"" (АО)";279591;21545;315824;3342;01.07.2019
"НКО ""Перспектива"" (ООО)";1441659;0;1475990;3532;01.07.2019
"НКО ""Платежи и Расчеты"" (АО)";3278537;0;3286807;3324;01.07.2019
"НКО ""Премиум"" (ООО)";1286114;0;1370928;3514;01.07.2019
"НКО ""РКЦ ДВ"" (АО)";233588;0;270090;3318;01.07.2019
"НКО ""Русское финансовое общество"" (ООО)";1893567;23340;1926471;3427;01.07.2019
"НКО ""ФИНЧЕР"" (ООО)";11613877;0;11618896;3486;01.07.2019
"НКО ""ЭПС"" (ООО)";10706938;0;10971352;3509;01.07.2019
НКО АО НРД;305803755;1309450;311456221;3294;01.07.2019
НКО АО ПРЦ;295389;7205;309412;3306;01.07.2019
НКО Красноярский Краевой Расчетный Центр ООО;1340570;0;1365128;3483;01.07.2019
НКО НКЦ (АО);7157288970;92946130;7278738505;3466;01.07.2019
"ОАО ""ЮГ-Инвестбанк""";14884518;106340;15233054;2772;01.07.2019
"ОИКБ ""Русь"" (ООО)";9599571;12425;9633056;704;01.07.2019
"ООО ""АЛТЫНБАНК""";1452718;405;1562358;2070;01.07.2019
"ООО ""АТБ"" Банк";254241770;304820;256161692;2776;01.07.2019
"ООО ""АвтоКредитБанк""";5718308;0;5805266;1973;01.07.2019
"ООО ""Америкэн Экспресс Банк""";4471666;36470;4522836;3460;01.07.2019
"ООО ""Банк ""Майский""";6312658;725;6579080;1673;01.07.2019
"ООО ""Банк 131""";53845;0;61342;3538;01.07.2019
"ООО ""Банк БКФ""";21369610;240085;22144940;2684;01.07.2019
"ООО ""Банк ПСА Финанс РУС""";46244263;0;46627754;3481;01.07.2019
"ООО ""Банк РСИ""";1053877;5915;1078124;3415;01.07.2019
"ООО ""Банк Стандарт-Кредит""";1597216;37875;1658126;841;01.07.2019
"ООО ""Голдман Сакс Банк""";173361216;6252020;180702434;3490;01.07.2019
"ООО ""Дойче Банк""";345936432;4429340;352601610;3328;01.07.2019
"ООО ""ЖИВАГО БАНК""";4118485;2710;4146301;2065;01.07.2019
"ООО ""ЗЕМКОМБАНК""";6813432;26645;6898025;574;01.07.2019
"ООО ""Земский банк""";8980780;29720;9075819;2900;01.07.2019
"ООО ""Икано Банк""";5976895;4575;6012269;3519;01.07.2019
"ООО ""Инбанк""";63162775;1229700;64450882;1829;01.07.2019
"ООО ""КЭБ ЭйчЭнБи Банк""";19938335;650515;20775611;3525;01.07.2019
"ООО ""Камкомбанк""";15043917;0;15160182;438;01.07.2019
"ООО ""Костромаселькомбанк""";4210623;4775;4218839;1115;01.07.2019
"ООО ""Крона-Банк""";3555416;950;3598347;2499;01.07.2019
"ООО ""Морган Стэнли Банк""";20386733;0;20752068;3456;01.07.2019
"ООО ""НКО ""Вестерн Юнион ДП Восток""";10414244;9443055;20484922;2726;01.07.2019
"ООО ""НКО ""Глобал Эксчейндж""";656862;0;686637;3533;01.07.2019
"ООО ""НОВОКИБ""";1934958;465;2008994;1747;01.07.2019
"ООО ""ОНЕЙ БАНК""";4708327;4595;4723090;3516;01.07.2019
"ООО ""Осколбанк""";1460475;0;1532275;1050;01.07.2019
"ООО ""Первый Клиентский Банк""";14418294;62100;14620618;3436;01.07.2019
"ООО ""Примтеркомбанк""";2472485;38065;2523314;21;01.07.2019
"ООО ""ПроКоммерцБанк""";2005363;5615;2012739;2996;01.07.2019
"ООО ""Промсельхозбанк""";4992696;30525;5031341;538;01.07.2019
"ООО ""РАМ Банк""";11988793;20590;12596317;3480;01.07.2019
"ООО ""РНКО ""ВЕСТ""";179900;390;272933;2605;01.07.2019
"ООО ""РУСБС""";1595321;1025;1706790;779;01.07.2019
"ООО ""Русфинанс Банк""";168224338;115535;168774774;1792;01.07.2019
"ООО ""СПЕЦСТРОЙБАНК""";6273387;37530;6318485;236;01.07.2019
"ООО ""Унифондбанк""";7759005;3260;8298847;3416;01.07.2019
"ООО ""ФФИН Банк""";14350239;127435;14879723;1143;01.07.2019
"ООО ""Фольксваген Банк РУС""";35425003;5625;39375943;3500;01.07.2019
"ООО ""ХКФ Банк""";587406071;18920890;631690164;316;01.07.2019
"ООО ""Хакасский муниципальный банк""";16438637;28030;16866767;1049;01.07.2019
"ООО ""Чайна Констракшн Банк""";31484675;884610;32758712;3515;01.07.2019
"ООО ""Чайнасельхозбанк""";20064662;840230;21444249;3529;01.07.2019
"ООО ""Эйч-эс-би-си Банк (РР)""";398289083;3144525;404211746;3290;01.07.2019
"ООО ""Экспобанк""";516546242;5392055;526940088;2998;01.07.2019
"ООО ""Ю Би Эс Банк""";43782790;248305;44537765;3463;01.07.2019
"ООО ""ЮМК банк""";12324977;1195;14019826;3495;01.07.2019
"ООО ""банк Раунд""";28634356;822480;29601315;2506;01.07.2019
"ООО Банк ""Аверс""";266509619;0;270579289;415;01.07.2019
"ООО Банк ""Саратов""";2559907;3300;2617993;330;01.07.2019
ООО Банк Оранжевый;14653430;47105;14778038;1659;01.07.2019
"ООО КБ ""АРЕСБАНК""";113626298;1608400;115517740;2914;01.07.2019
"ООО КБ ""Алтайкапиталбанк""";8465627;3015;8717084;2659;01.07.2019
"ООО КБ ""Альба Альянс""";11996359;117500;12450389;2593;01.07.2019
"ООО КБ ""ВНЕШФИНБАНК""";17045991;163845;17656436;3173;01.07.2019
"ООО КБ ""ГТ банк""";14593601;13915;14666313;665;01.07.2019
"ООО КБ ""Гефест""";1793699;0;2104691;1046;01.07.2019
"ООО КБ ""Дружба""";1291126;0;1307113;990;01.07.2019
"ООО КБ ""Евроазиатский Инвестиционный Банк""";2622452;25015;2702943;2897;01.07.2019
"ООО КБ ""Жилкредит""";2341203;3935;2597669;1736;01.07.2019
"ООО КБ ""КОЛЬЦО УРАЛА""";59864346;764710;62519744;65;01.07.2019
"ООО КБ ""Калуга""";2183304;9490;2208027;1151;01.07.2019
"ООО КБ ""Кетовский""";10496876;0;10728470;842;01.07.2019
"ООО КБ ""Кредитинвест""";1373111;5550;1461583;1197;01.07.2019
"ООО КБ ""Лэнд-Банк""";606904;0;607042;1478;01.07.2019
"ООО КБ ""МВС Банк""";1388415;90;1408530;2407;01.07.2019
"ООО КБ ""Мегаполис""";5930043;20550;6115498;3265;01.07.2019
"ООО КБ ""Металлург""";2708719;15325;2835609;2877;01.07.2019
"ООО КБ ""НЕВАСТРОЙИНВЕСТ""";3301316;3510;3327142;1926;01.07.2019
"ООО КБ ""Нэклис-Банк""";12186005;101610;12292264;1671;01.07.2019
"ООО КБ ""ПЛАТИНА""";18592861;269455;18913747;2347;01.07.2019
"ООО КБ ""РостФинанс""";23125674;42860;24402766;481;01.07.2019
"ООО КБ ""СИНКО-БАНК""";7529439;214625;7777647;2838;01.07.2019
"ООО КБ ""Славянский кредит""";13723591;67365;14199190;2960;01.07.2019
"ООО КБ ""Столичный Кредит""";2511874;15745;2573226;2853;01.07.2019
"ООО КБ ""Тайдон""";584374;55;607629;2085;01.07.2019
"ООО КБ ""Уралфинанс""";4053676;10485;4291976;1370;01.07.2019
"ООО КБ ""Финанс Бизнес Банк""";33907416;1616505;36446215;520;01.07.2019
"ООО КБ ""ЭКО-ИНВЕСТ""";556163;3150;562243;3116;01.07.2019
ООО КБЦА;808921;2515;845232;3037;01.07.2019
"ООО КБЭР ""Банк Казани""";34990372;110415;35195929;708;01.07.2019
"ООО МИБ ""ДАЛЕНА""";2850270;28625;2903842;1948;01.07.2019
"ООО НКО ""МОБИ.Деньги""";11120536;17515;11236912;3523;01.07.2019
"ООО НКО ""Мобильная карта""";17409918;0;20287894;3522;01.07.2019
"ООО НКО ""Мурманский расчетный центр""";1865584;6835;1898999;3341;01.07.2019
"ООО НКО ""Платежный Стандарт""";500450;0;531976;3530;01.07.2019
"ООО НКО ""ПэйПал РУ""";14167543;9502110;23719848;3517;01.07.2019
"ООО НКО ""ПэйЮ""";2555009;3765;2564528;3518;01.07.2019
"ООО НКО ""Расчетные Решения""";5727477;0;6136350;3524;01.07.2019
"ООО НКО ""Яндекс.Деньги""";58925752;103190;61951113;3510;01.07.2019
"ООО ПНКО ""ЭЛПЛАТ""";136002;0;146184;3535;01.07.2019
"ООО РНКО ""Единая касса""";5518083;500;5555838;3512;01.07.2019
"ООО РНКО ""ИСБ""";2437464;6275;2649898;3010;01.07.2019
"ООО РНКО ""РИБ""";9592342;0;9601989;2749;01.07.2019
"ООО банк ""Элита""";2783104;2890;2837009;1399;01.07.2019
"ПАО ""АК БАРС"" БАНК";1425325625;12561205;1447590086;2590;01.07.2019
"ПАО ""АКИБАНК""";43084482;175810;43807472;2587;01.07.2019
"ПАО ""БАЛТИНВЕСТБАНК""";290699185;3859410;297053445;3176;01.07.2019
"ПАО ""БАНК СГБ""";141659994;1319875;143767823;2816;01.07.2019
"ПАО ""БАНК УРАЛСИБ""";1417643462;12753130;1461478296;2275;01.07.2019
"ПАО ""Банк ""Екатеринбург""";12457634;35435;12968350;3161;01.07.2019
"ПАО ""Банк ""Санкт-Петербург""";3030897119;27929225;3065910188;436;01.07.2019
"ПАО ""Банк ""Торжок""";2553113;7805;2578105;933;01.07.2019
"ПАО ""Бест Эффортс Банк""";13766287;507265;14665984;435;01.07.2019
"ПАО ""БыстроБанк""";52160788;42530;53807582;1745;01.07.2019
"ПАО ""Витабанк""";9635517;21580;9693498;356;01.07.2019
"ПАО ""Дальневосточный банк""";114164983;267305;115643599;843;01.07.2019
"ПАО ""Донкомбанк""";4906774;34395;5044031;492;01.07.2019
"ПАО ""Евразийский банк""";9610858;137655;10197676;969;01.07.2019
"ПАО ""Запсибкомбанк""";302398698;931285;308242926;918;01.07.2019
"ПАО ""Крайинвестбанк""";71240559;167665;71667730;3360;01.07.2019
"ПАО ""Курскпромбанк""";71652204;126465;77080683;735;01.07.2019
"ПАО ""Липецккомбанк""";22546017;38725;23030154;1242;01.07.2019
"ПАО ""МЕТКОМБАНК""";224113638;1083730;226547722;2443;01.07.2019
"ПАО ""МИнБанк""";2255732135;4529030;2515506120;912;01.07.2019
"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""";9351137108;216620145;9659560128;1978;01.07.2019
"ПАО ""МТС-Банк""";370895766;3316650;380115636;2268;01.07.2019
"ПАО ""НБД-Банк""";27673913;42175;28765864;1966;01.07.2019
"ПАО ""НИКО-БАНК""";20752125;183725;21315509;702;01.07.2019
"ПАО ""Невский банк""";3428369;17785;3497415;1068;01.07.2019
"ПАО ""Норвик Банк""";40540890;176325;41286644;902;01.07.2019
"ПАО ""Плюс Банк""";117593653;2431175;121490144;1189;01.07.2019
"ПАО ""Почта Банк""";849754118;24120;854815209;650;01.07.2019
"ПАО ""Промсвязьбанк""";2792013885;23380285;2867633055;3251;01.07.2019
"ПАО ""РГС Банк""";75411864;698415;77853477;3073;01.07.2019
"ПАО ""РосДорБанк""";29737232;506805;30483870;1573;01.07.2019
"ПАО ""САРОВБИЗНЕСБАНК""";48336700;131910;49564194;2048;01.07.2019
"ПАО ""СКБ-банк""";230674872;1060285;232572416;705;01.07.2019
"ПАО ""Совкомбанк""";2794802415;50961625;2888130158;963;01.07.2019
"ПАО ""Спиритбанк""";2338592;2290;2422466;2053;01.07.2019
"ПАО ""Таганрогбанк""";1091844;155;1100404;3136;01.07.2019
"ПАО ""Томскпромстройбанк""";12348803;23815;12446272;1720;01.07.2019
"ПАО ""ЧЕЛИНДБАНК""";128727632;450305;131367260;485;01.07.2019
"ПАО ""ЧЕЛЯБИНВЕСТБАНК""";131477259;425690;132474687;493;01.07.2019
"ПАО ""Энергомашбанк""";17062212;165615;18101920;52;01.07.2019
"ПАО АКБ ""АВАНГАРД""";480581934;5244015;493276979;2879;01.07.2019
"ПАО АКБ ""Металлинвестбанк""";533795112;2575125;539606130;2440;01.07.2019
"ПАО АКБ ""Приморье""";157838120;2877610;161016260;3001;01.07.2019
"ПАО АКБ ""Связь-Банк""";888851659;6247095;919385949;1470;01.07.2019
"ПАО АКБ ""Урал ФД""";53056128;316655;54850385;249;01.07.2019
"ПАО АРКБ ""Росбизнесбанк""";4979811;100455;5178150;1405;01.07.2019
"ПАО БАНК ""СИАБ""";10860141;233315;11108460;3245;01.07.2019
"ПАО Банк ""АЛЕКСАНДРОВСКИЙ""";25520090;201200;25988767;53;01.07.2019
"ПАО Банк ""Кузнецкий""";13259035;0;13452645;609;01.07.2019
"ПАО Банк ""ФК Открытие""";5186182193;69946625;5367070881;2209;01.07.2019
ПАО Банк ЗЕНИТ;1100691237;9793475;1116803519;3255;01.07.2019
"ПАО КБ ""Восточный""";973585019;6078500;988276376;1460;01.07.2019
"ПАО КБ ""МПСБ""";3901335;15890;3946538;752;01.07.2019
"ПАО КБ ""ПФС-БАНК""";3157671;8780;3177459;2410;01.07.2019
"ПАО КБ ""РусьРегионБанк""";1898489;155;1908904;685;01.07.2019
"ПАО КБ ""САММИТ БАНК""";2308604;6425;2355910;85;01.07.2019
"ПАО КБ ""Сельмашбанк""";2956985;0;3014597;106;01.07.2019
"ПАО КБ ""УБРиР""";508554658;9655870;519050502;429;01.07.2019
"ПАО КБ ""Центр-инвест""";183542608;560955;192828357;2225;01.07.2019
"ПАО Комбанк ""Химик""";1444272;2600;1524964;1114;01.07.2019
ПАО МОСОБЛБАНК;831670060;38176165;902020116;1751;01.07.2019
ПАО РОСБАНК;2684778447;40656635;2748313176;2272;01.07.2019
"ПАО СКБ Приморья ""Примсоцбанк""";139396687;1083755;143166928;2733;01.07.2019
ПАО Сбербанк;2,26E+11;1266669055;2,29E+11;1481;01.07.2019
ПАО Ставропольпромстройбанк;21965608;31990;22095619;1288;01.07.2019
"ПАО УКБ ""Новобанк""";15538930;18820;15837869;1352;01.07.2019
"ПНКО ""ИНЭКО"" (ООО)";50003;0;51002;3520;01.07.2019
Прио-Внешторгбанк (ПАО);48798278;99360;51339670;212;01.07.2019
РНКБ Банк (ПАО);405871445;468380;419187804;1354;01.07.2019
"РНКО ""Деньги.Мэйл.Ру"" (ООО)";7800522;10;7918480;3511;01.07.2019
"РНКО ""ПРОМСВЯЗЬИНВЕСТ"" (ООО)";251506;0;297573;2761;01.07.2019
"РНКО ""Платежный Центр"" (ООО)";574120530;10063865;593321779;3166;01.07.2019
"РНКО ""Р-ИНКАС"" (ООО)";825093;0;939978;3536;01.07.2019
Санкт-Петербургский банк инвестиций (АО);2045471;10620;2252072;3468;01.07.2019
ТКБ БАНК ПАО;404591866;9339990;420960592;2210;01.07.2019
Таврический Банк (АО);331345823;7485890;341848933;2304;01.07.2019
ЦМРБанк (ООО);24756583;455;26669953;3531;01.07.2019
ЭКСИ-Банк (АО);2969558;43445;3177331;2530;01.07.2019
Эс-Би-Ай Банк ООО;13213357;83650;14435759;3185;01.07.2019
"""Азиатско-Тихоокеанский Банк"" (ПАО)";197155718;1448465;206674366;1810;01.04.2019
"""БМВ Банк"" ООО";26904951;14155;30377755;3482;01.04.2019
"""БНП ПАРИБА БАНК"" АО";119243613;695710;120138814;3407;01.04.2019
"""БСТ-БАНК"" АО";2178678;11150;2217521;2883;01.04.2019
"""Банк ""МБА-МОСКВА"" ООО";290528560;57060;290786062;3395;01.04.2019
"""Банк Заречье"" (АО)";5599088;19230;5647076;817;01.04.2019
"""Банк Кремлевский"" ООО";7773740;128955;7991087;2905;01.04.2019
"""Братский АНКБ"" АО";3238410;9970;3252108;1144;01.04.2019
